fledgling.tarsus.mm,bombed,parent.tarsus.mm,parent.beak.mm,parent.plumage.nm
15.9369272258315,Yes,15.3648552978199,17.5704211458036,35.5258165840876
14.6221533395406,Yes,17.3558283673076,17.0479725357179,34.9684472331479
13.7097439628717,Yes,19.9397068693954,15.181630143763,32.8580004331367
15.7668035718732,Yes,23.4731051833406,16.0442210518119,34.1704068789439
13.1271492787854,Yes,27.2215919213995,16.8314887422769,34.3208438770905
13.8850893408363,Yes,20.1315249482624,17.9486884181241,35.6157622331785
14.8035372819917,Yes,21.3623559608927,16.8538728317777,34.6452601606065
16.6178033216445,Yes,25.104350482639,17.7336390731849,36.030475187966
13.9902971116897,Yes,13.0149506108636,17.9200647487848,35.3729204253422
15.3511211919866,Yes,12.6980105460766,18.0242986641805,35.999763068095
14.6277252803488,Yes,15.2791626892017,17.4282299192029,35.0703916085249
12.6433096497073,Yes,25.4097642827851,17.1726990874191,35.1315150653639
13.3254049286032,Yes,17.4379661883897,17.4974604974734,34.9811736466329
16.1079733728608,Yes,22.7330774861471,17.4190561010986,35.2967039218424
15.7874109946979,Yes,19.9202911051473,16.8841167086163,34.998341367376
16.4059870486108,Yes,20.1782575126463,18.1387379828696,35.5852439735094
14.7308805522005,Yes,13.3833951146004,17.3554811054104,35.0402394180207
16.3750002646003,Yes,24.3960956949481,17.3603135126941,34.6641963106964
16.0973238556071,Yes,23.0022240757181,18.1473125602917,35.7747014886406
15.0438445311875,Yes,22.391195677304,16.2296711736504,34.2225131600527
14.0695355825805,Yes,15.3285625040182,15.7569810437472,33.7347102223923
15.7463128472101,Yes,19.4827389419169,17.7777105065188,35.0879227594048
15.7605452876104,Yes,25.8539668971836,15.7320416918022,33.1418735195613
15.0641566594882,Yes,17.5968603840412,18.0486580611756,35.8089379696209
14.1326825567386,Yes,22.5508365910928,15.0247063447065,32.7932365128038
14.9077668273463,Yes,20.7193706200272,17.3892661420554,34.5788753961278
12.6967981013522,Yes,18.8962997081845,16.3321571667267,33.8239851148822
13.3308513061488,Yes,22.8834714406848,14.4288818025269,32.3748986494078
14.6361915091133,Yes,18.147451945301,17.2919102158544,35.0550428515043
14.6370813263076,Yes,27.1833268566998,18.511513745994,35.9892283640882
14.8090582575084,Yes,25.8411561086669,17.7123300804742,35.4540299770432
14.6691799867449,Yes,15.8483044820778,17.1740733477411,35.2054321960424
15.7366802121249,Yes,12.9870172987442,17.1727373833984,34.6637209275359
12.1122982985668,Yes,20.6657135350064,16.9968586122295,34.5580215157803
15.1849860027472,Yes,16.5263634532143,16.6209681563389,34.6003007413134
14.094414027094,Yes,17.0035380629834,15.5896321487085,33.4920580534529
16.3320707609037,Yes,19.6175766553425,16.4929169511553,34.8328427503037
13.9300904712369,Yes,20.8065129215303,17.2574947775608,35.1890336593848
13.7985006373675,Yes,14.0754252929579,16.4479303185916,33.7542308584361
14.4729729584332,Yes,23.653856443053,13.5521862343241,31.2046110277485
13.5297881714003,Yes,15.4767064950237,15.3053038239081,33.203916536972
16.4832774863023,Yes,15.3622032806089,16.7437621996506,34.5491377246324
14.9824949118978,Yes,20.7915547977983,17.271721382192,35.0241851594085
13.5821555485444,Yes,17.8360207980526,18.5500966722437,36.0335131951458
16.8380682613932,Yes,22.157721737488,16.6847615994007,34.3626044154329
11.8589927327317,Yes,24.7542300327047,16.6353282294036,34.1700849497187
12.6413803834066,Yes,24.7105363978511,15.5278667543231,33.6596577455691
13.7130495345913,Yes,19.1161593910241,19.2264175776018,37.6327444027767
10.3443481821803,Yes,17.1821834473852,17.4313461724771,34.852482735287
16.0958462417493,Yes,14.2295447269623,16.7562479405406,34.1547466586848
14.6253689031696,Yes,26.5531678076762,14.9624193571702,33.3505245764923
12.3723957863632,Yes,19.3280638453522,17.541000445805,35.4424016449678
13.6746353436378,Yes,19.3023299069722,17.7530733955371,35.5993770485968
14.0617167085253,Yes,14.6205840936317,18.006445750885,35.1846506147786
12.8063691218816,Yes,21.0933994716532,17.5610895254036,35.0677522375819
16.3743724419746,Yes,14.1855404520327,17.011105435306,34.5942927551252
14.815146355037,Yes,21.7529840017832,17.5458809880289,35.7660040604925
14.8063981895729,Yes,16.4433815209941,17.411418409702,34.5240152735948
15.5926376815661,Yes,22.8943630291622,18.1641102859929,35.5069445738822
13.0582252408575,Yes,16.7872052919941,17.4300042531232,35.0989515352384
12.9853645782821,Yes,22.4817359944291,16.3245424102236,34.1508924626427
14.8823180196094,Yes,16.8729273739655,16.9711192783531,34.6303148815195
14.6104013972584,Yes,21.386661949643,17.4754550180952,35.4837846154787
12.7296032385688,Yes,18.5213358787622,17.4443989706273,34.7592207079879
12.9602379813482,Yes,15.86222889698,17.1923004403551,35.3870460228733
15.7623712351911,Yes,16.9675416641043,15.5562432766607,33.2325630146498
16.2107536374792,Yes,23.0135273633365,17.4372956283383,35.5896339955337
15.0486529738275,Yes,20.5679238069083,18.33127398848,36.0484459428108
14.4267447297875,Yes,15.1767586223109,16.3384986658555,34.3896126828863
14.1104282270296,Yes,22.087686572433,14.5299998800289,32.0212689528008
13.1733422152047,Yes,14.3903142923656,17.2267668158219,34.8610683418096
14.5731661622597,Yes,20.0498204863622,16.6850532209831,34.3332516483932
17.0447512477759,Yes,20.9563402748194,16.6260306289174,34.0934369846369
12.2940266688901,Yes,19.9885638111039,17.1093167285785,34.7521518283531
14.5358716489586,Yes,17.4756171773823,15.8915768258981,34.0386993044723
15.0929210879116,Yes,19.4594117834133,16.4222219933742,34.6142164804136
16.2970137915999,Yes,16.3152768316047,16.4074837847299,34.3268062920398
12.9920655344263,Yes,17.3265502518441,16.5916623244212,34.1812591616303
15.8149093223038,Yes,21.200499373784,16.7796563624604,34.6347225470971
14.8239675901495,Yes,15.896136127085,16.838428246017,34.5222945171709
12.8103539249792,Yes,17.0979557664185,15.6592016817893,33.3911908576227
13.4515182641686,Yes,16.6061278358633,17.1430518929941,34.9441274569874
15.1834333965212,Yes,24.4563336897915,18.1314225307354,35.8727659064859
14.8438317447727,Yes,22.407379041152,18.979612714112,36.7411109416041
11.856748380337,Yes,17.929427171329,16.2982072636207,34.3467468609333
16.1007379296206,Yes,19.8510313413091,16.3154264624979,34.2882792730464
11.994876942164,Yes,18.8736903044047,17.4927750511566,35.055163008693
15.4943570023782,Yes,24.1826611841471,18.1171293094021,35.6579101709299
15.5146282750778,Yes,17.2210682997904,15.0336046182399,33.2043501700795
14.9694532115647,Yes,22.0855115695845,17.2749912282505,35.0551979381418
13.5393119463799,Yes,14.921128843758,16.296095241919,34.1099962853823
13.5473905545523,Yes,20.074356978325,18.0218984755718,35.5707477727666
14.819414078356,Yes,26.7609464463819,15.5879438379688,33.4880493331231
14.0215632926121,Yes,18.0925191422834,17.2538272673362,35.3158761666513
12.2154079505125,Yes,17.6024448046134,17.5183276928094,35.4909344369355
17.3257284250929,Yes,21.0834395095996,15.8615542294442,33.4215684883722
16.289281466486,Yes,22.6880164996649,16.237075415528,33.7756055993052
15.6315532231255,Yes,24.9809892293069,17.5697608438195,35.1913885173541
17.330420013614,Yes,16.7956765168715,16.7300714683781,34.7711543455109
15.497913739953,Yes,19.2714113372933,17.2304623118478,34.9083321485193
14.6137189843528,Yes,21.3505194470753,18.4678486002647,36.1905289062122
14.346476936432,Yes,21.0480992441941,16.0059547954565,33.6410845290345
17.1295745339442,Yes,19.9874647957104,15.7045534519528,33.7628349087784
15.1942943505748,Yes,20.9227384454024,15.9818373694999,33.4908597863194
14.4789065201114,Yes,18.9941840939054,17.5105906296352,35.9487459360477
14.6944182838992,Yes,23.9068954941371,17.5564926425304,35.143973294463
15.9434572037678,Yes,26.0451672451723,17.5905616593993,35.4302680781512
12.2869302880485,Yes,23.3324717287069,17.851032956422,35.3660593799343
16.9191478367195,Yes,19.4919774806382,18.3109364231473,35.8705501965111
14.5922994493183,Yes,24.3454848765874,15.7791889910183,33.809177415778
13.3625455324036,Yes,16.9493850336695,16.6513526122166,34.728849924006
15.7591946804338,Yes,20.1394394679503,17.1864927553673,34.828800376591
14.1816940320324,Yes,17.1666620653449,16.6367520591503,34.0034881661281
16.4134202611371,Yes,21.2596945357272,17.043364230052,34.8800684805511
15.3189498499055,Yes,27.1611026696868,16.8041393284259,34.8012672013998
13.6628832100255,Yes,17.9516454082757,16.4174239825352,34.7787182422735
14.898056742118,Yes,19.2602060799151,15.5341072081473,33.5325462419894
13.0690455498219,Yes,15.243673267607,16.8024927494257,34.8387756203824
15.2721008774776,Yes,23.1892536755545,17.2936754466765,35.4958193908914
14.5436017455236,Yes,23.6297693097906,16.0712078432322,33.5898154598189
17.0531650220015,Yes,16.2404494148275,17.7387639938055,35.6964252997002
16.3301337405469,Yes,18.248943825247,15.3393981475806,32.9076054068561
17.4210212263082,Yes,21.0823953216183,15.110377357821,33.2651914591392
16.8122816834685,Yes,18.0709070241933,17.699969645113,35.6260066540513
15.2285437503678,Yes,15.8121936237285,16.2042031479062,33.45899608677
15.5370956635502,Yes,19.615406757306,15.9780455933697,33.784928380771
15.1236324087715,Yes,22.5493024860631,18.3314787575179,36.0003478118862
14.0313384840327,Yes,23.0455806881832,17.4834909259839,35.4258752311119
14.1769502025572,Yes,25.580863483851,15.3687869890141,33.4960309785686
13.6691062823487,Yes,20.7256169785789,17.8691180819921,35.4160650232862
16.1817088500882,Yes,17.9069875850208,16.7297458178786,34.1511351256923
13.8227428220235,Yes,26.1806528048157,17.670579158492,35.600204905735
15.3295273993569,Yes,21.7711279208561,14.8316829801404,32.2034316845013
15.8511243843542,Yes,19.9981807462955,15.5151920821929,33.1274660190169
16.303342944835,Yes,22.2554193880069,18.5049737270445,36.3305942650897
13.8929365657312,Yes,14.6270796900368,16.4729568906808,34.2694520765738
14.1296897401217,Yes,23.8012009449184,18.4778113018036,35.7320160806935
15.0915211147972,Yes,22.2989176490669,15.9949934662277,33.3356120061763
15.4183789445862,Yes,22.2495535975589,17.137711824838,35.1208997980463
12.6200560310167,Yes,22.2266168181725,15.9457587963346,33.5677521336712
13.9999338029131,Yes,16.6881669923152,17.274633255603,35.5919278286483
14.0438806966894,Yes,19.6346442287476,16.5603729784612,33.9483190720908
17.7972289918187,Yes,20.5333466311255,18.3243419413166,35.3267544746739
14.7355440616975,Yes,19.4252745348701,16.3629502700407,34.083569567108
17.9982912258398,Yes,23.2981262307785,16.8015344074457,34.1737087143571
15.6400737832314,Yes,10.1536407152319,16.3946081855771,34.8810701091367
16.8950593853175,Yes,21.6910640695574,17.0293579747054,34.8943828702058
18.2739931928167,Yes,17.1096696377647,17.8157337389202,35.9133209113529
13.3358453519639,Yes,21.4953689086021,17.1687053173108,34.9446912716632
16.647739459479,Yes,14.4390253283038,17.2900768101742,34.9678807586177
16.4937002996299,Yes,16.1868141223204,16.5064653374451,34.6439240920088
14.1724463852242,Yes,21.7687473619039,17.529036349078,35.5718783898036
14.6133789637917,Yes,24.9674739916339,19.0516981402862,36.59090830235
15.0662275785945,Yes,17.5571106098128,16.6683942792292,34.5043453762497
16.1865794769207,Yes,23.4356517227481,15.8901066134226,33.210390271332
12.9370871238424,Yes,21.218116162053,15.1940342586597,32.8676619748714
15.3108967145795,Yes,23.8818584757128,17.0407513298021,34.6608628136195
15.5665503523466,Yes,26.682523702988,18.2711445484552,36.7859590238916
16.9607722428842,Yes,21.6004728276716,17.6896766022264,35.2317156013427
15.0085308869293,Yes,17.4851617907195,16.5633956728928,33.9864894185353
13.5661518223361,Yes,18.8969280899094,15.953250072122,34.3940465572539
17.2498633636665,Yes,16.4313854296126,16.2620254345675,34.0693950820766
13.1537364333975,Yes,15.4213851475651,17.9625292839698,35.4479741308211
15.7891780641672,Yes,22.208717515054,19.054716983471,36.9463784545529
14.3823552656727,Yes,16.7080796865488,18.3990882406988,35.9728511956091
16.0104078245117,Yes,18.3935942975594,16.2149023217699,34.6700298237797
14.1282267332433,Yes,25.7136298703797,16.7184574766029,34.5551832532923
11.6131308214263,Yes,22.6999322466097,17.1272071315469,35.1358000136063
12.5935432315075,Yes,21.3718535440558,17.0891910923712,34.4101763093107
14.8240004957843,Yes,21.8089418451987,16.7639197332204,34.7262522794223
14.1962282846589,Yes,16.8149654874681,16.7354167118942,34.7691144916074
14.3326292079347,Yes,20.1111508477362,16.1523264653014,34.1245244512906
12.5905455152165,Yes,19.1079228385484,17.9691860850645,35.6070048933593
15.6336684131293,Yes,14.4439991994317,18.7812643706167,36.7330612662061
15.1718066400957,Yes,22.3440985226675,17.7623995466307,35.5963121375086
15.7434174231452,Yes,20.5021379028312,17.5744199306733,35.0839720802988
14.6158955776766,Yes,22.0709812184206,18.8480665519876,36.5061632899729
14.9414614884091,Yes,24.6899654350771,15.9988604212678,33.8945086019719
16.1621015870936,Yes,21.5051816388818,15.898183934398,34.1666866612137
14.9274074637914,Yes,17.7115824847749,18.0722211732951,35.9097644857532
16.0360156328464,Yes,21.5039528034492,19.685566839669,37.6340040055615
16.2544368815081,Yes,20.4922293882477,17.8563470737705,35.4279866154725
14.5891962588452,Yes,19.1452479941771,18.0948791995427,35.5554773288643
13.9214318805508,Yes,21.4090716660621,15.6830885266969,33.4941875084977
14.2573685421532,Yes,18.1413347313754,17.7791316961466,35.8643682512414
15.7516965543754,Yes,19.2778885988858,16.473065993886,34.8428533863681
16.0363102951194,Yes,20.3113062275208,15.9829332724478,33.9304369618767
12.7031628207056,Yes,22.6225097687843,16.6254955763241,35.3361042010581
14.0930260010129,Yes,22.7047911722925,16.2245680280599,34.0348003146505
15.4330411539008,Yes,23.1077677322893,17.7588375011822,35.8642105611159
15.5255359788516,Yes,18.1279592592005,15.2980753364013,33.7055298271493
15.1463564668337,Yes,21.128274153865,16.5245942149563,34.239423704788
14.5652864853832,Yes,19.1275065753097,15.3680911106623,33.145786945324
16.5141548153158,Yes,18.0812036169262,16.8558973452771,34.2172914746554
17.0021354663658,Yes,18.8432151474196,16.7628977712896,35.0055277265721
12.4060265512088,Yes,21.09352150955,16.2734158980447,33.6598563885598
14.6058734988318,Yes,17.5967237544298,17.895186025819,35.4752092197408
15.4901473587629,Yes,19.2349718766047,17.1449786650886,34.3504627848648
15.5997917307998,Yes,19.9602343938251,15.830331134407,33.9783709828088
12.2938946463023,Yes,22.9477407543182,17.6642400073648,35.6987206111701
13.2500163214674,Yes,21.1693133265894,17.2064361339323,35.3665282011856
15.9922386641419,Yes,16.0098176954332,17.6487863678502,35.2709061566326
14.7469921585459,Yes,21.0075475098791,16.0168504349098,33.2328525901344
16.6287031295178,Yes,20.9388994145313,17.1662459783068,35.309966771656
16.3525776263713,Yes,18.0252460700046,17.6477992334522,35.9568118396942
13.4421879204863,Yes,20.9809915477776,17.5175182739361,35.4585047372595
17.3774096674565,Yes,18.7203782083383,16.2423537430821,34.1135703280152
12.9325577434359,Yes,16.8250060401968,16.73879273905,34.8781148895212
15.9632263004497,Yes,22.2849325978056,17.2736483806657,34.7512238097329
14.8157376184697,Yes,23.3833315909906,16.7560521876582,34.3113890909635
13.2381986434047,Yes,29.9197481434523,15.9240658923856,33.7311837094007
13.0625796518125,Yes,14.3045392054964,17.5463529256126,34.9396292426574
15.6567873660698,Yes,14.9753803380338,17.6176462130493,35.1898260486156
12.9037105389127,Yes,19.8130805796869,17.1386762258747,35.1094394947522
14.4578764785931,Yes,15.7686953387183,18.1919413119486,36.4704870146042
12.8915184729817,Yes,19.5198522672791,16.504725130726,33.9690124369432
17.0925549871581,Yes,23.3805110934043,17.5372577027971,35.5574559316792
15.7958030519188,Yes,27.6247772446179,17.0615586788212,35.1014338724632
13.6190639493866,Yes,16.0976838839481,16.5340567644034,34.2710315800252
14.9284608524271,Yes,7.70321871806945,17.2146731710193,34.6063759437522
14.4507438214059,Yes,18.9099736314517,18.3604436289621,36.2414916960575
16.4561258260935,Yes,22.5321682779549,17.1707986387393,35.5631380265951
14.7319098255857,Yes,18.6749513985666,17.294519569484,35.0047383373275
15.7545180468306,Yes,20.0420539224954,17.8028425399369,35.5442549005847
14.8373037419627,Yes,17.5926960504659,16.5913514426879,34.1835579038376
15.395021130788,Yes,22.608274035627,19.5106722362398,37.1301409780812
16.2871146429336,Yes,21.6657145817579,18.128343996192,36.1364402903354
15.6883429328616,Yes,16.2559010767425,16.0727120521998,33.272242167304
14.3897439360002,Yes,23.7972221380861,15.7371619215979,33.753316653649
16.5596231719502,Yes,20.933730126681,16.3459594516662,33.3907397427318
12.5266260198028,Yes,22.4412088551343,16.3455223763431,33.9602758497476
14.9731539968148,Yes,21.3912803952888,17.0986464708959,34.7370674231829
16.4274852947543,Yes,22.4203196577962,17.642361419815,35.6417054818681
16.8073830866345,Yes,18.8858976101056,16.560710423236,33.8827322584935
15.0225244333879,Yes,16.4241823774974,17.6963587469227,35.3684736907436
13.1694045174842,Yes,13.9318545698617,19.1376001938849,37.257647339065
14.0999967430247,Yes,19.7417966747631,19.0958646105055,37.0749115156363
16.4891940328024,Yes,26.7499555115764,18.7618877847349,36.3119309849329
15.3770236432587,Yes,23.8694492325663,16.5357958533922,34.0178656558017
15.817962409108,Yes,18.5874637725761,18.0328455936292,35.2189422478224
15.0353731515811,Yes,19.878053417505,17.1032699490147,34.6834411602698
13.161953120213,Yes,17.382646964643,16.7639225676195,34.6036291546837
15.2085793171132,Yes,20.7844070908644,18.5878975767785,36.2741609953952
15.0118939064421,Yes,21.8860990566704,15.6322385019351,33.1173150663687
14.8680231751596,Yes,26.6601572701531,16.3837854512201,34.2711320748354
15.3305701976302,Yes,17.5922210030063,15.4846286220396,33.3614480911388
15.8072143625132,Yes,26.8834117220072,16.7293939353094,35.2686243356039
15.2449802672197,Yes,22.795835326498,16.7798213879403,34.1141288793306
14.6398736977268,Yes,19.9046174482509,15.9009042590496,34.2649253512899
13.3135945980132,Yes,21.0479314667607,16.6952454774162,34.5581831019769
11.4528540399206,Yes,20.0139672620816,17.9849647908613,35.8107938871482
15.5540121582184,Yes,21.1365084668457,17.7446021980095,35.4266220064934
16.5394039943702,Yes,17.1667137071914,18.4844994054525,36.3221318247585
16.7102390346686,Yes,21.3066599906806,17.1697731580399,35.1219610640217
14.8951001971139,Yes,14.5785594372163,17.1547301423667,34.4698169463537
16.7973888771352,Yes,18.9345826305089,15.4357234210172,33.3518505352992
15.6241599429673,Yes,20.5657284215329,16.7665637269154,33.7928182714559
16.1939334018166,Yes,21.6848159673727,17.6279045145487,35.3866503239292
15.8429845657515,Yes,21.3862525384276,15.9556528170814,33.452157125462
12.5646628051123,Yes,16.1085129268695,16.3569235549421,34.3064884670662
14.7974958791365,Yes,19.4678356737653,17.7375836006309,35.4686948753842
16.1489519471473,Yes,15.1260633782176,15.8427472511563,33.6463653435337
17.6338198915617,Yes,18.3625123847372,17.298594813227,35.2062682532495
15.6654420426614,Yes,14.3424079569352,17.3686638580727,35.3759576603469
15.6557118272785,Yes,23.1944836118249,18.3250225974892,36.5311524499819
16.1363330921414,Yes,21.011880390945,17.4079367330875,35.3730119653252
17.7140508511941,Yes,14.7636854682146,16.5980008818063,34.6513239452088
13.3470698687724,Yes,16.2635400979404,17.2020323588178,35.2381948054797
14.3641701924613,Yes,20.7296431568628,17.1792458475085,35.0992879249698
16.6570693743087,Yes,22.0126984859686,17.4174731951234,35.6873426885797
17.8141141248191,Yes,24.9068962495813,17.616775776218,35.6825064908485
11.6495710488973,Yes,25.2310894433419,17.3622637922013,35.2908521302998
15.0532878203712,Yes,14.3331050852303,16.1302837941728,33.539008136107
13.8752354286361,Yes,22.2899615489444,17.0495766206092,34.7390172654033
13.3349258294227,Yes,20.823021754309,16.1217804756088,33.4743635192439
15.652532342621,Yes,20.4506539758817,16.8459539898112,34.8008960461623
15.0540225792233,Yes,20.915366959016,18.0133709312433,35.525028399754
15.0911359275229,Yes,25.1149677511564,17.4096808430984,35.5081266736171
15.9480628815024,Yes,22.1053201168951,16.118352736618,33.6179886252346
17.2788913524562,Yes,13.7685030908667,17.1840627820345,34.6315131959017
15.1065512108923,Yes,24.9528352100613,15.730981504985,33.2533784392585
14.4523920614613,Yes,23.430980779314,17.2406290388396,34.9701003345251
13.3807447207205,Yes,17.6507436509863,15.7783696671708,34.043361286465
15.6954159965565,Yes,19.2015572823066,15.449455996448,32.8252324900039
15.9601404480944,Yes,16.6689144425499,14.4750362748368,32.5874969472138
14.3010825576191,Yes,23.6847451577001,16.7301198116596,34.8302260982231
15.1550815771372,Yes,21.9057202693765,15.9422609249632,33.9497346198059
14.252062225795,Yes,20.3264591441115,15.1530440068541,32.8480558922986
15.3173106041617,Yes,22.5257514031194,17.0588279214752,34.6542026711481
14.6976104622737,Yes,24.8882482565801,19.3196876694517,36.6933667052928
14.3427121871856,Yes,12.8399824074887,16.6471681684537,34.247977547504
13.5879280274788,Yes,18.2022347893272,16.7004884657216,34.5077265233276
15.0021786191025,Yes,16.9671055944875,16.9571920461978,34.8041328569629
15.020237839244,Yes,22.6765087201488,18.4491902708426,36.0695832941408
14.3567994909703,Yes,21.7803726257769,15.1427832511833,32.9910295336939
17.6666152328709,Yes,22.3810078092278,16.8637240180708,34.3472079489266
15.3637555999451,Yes,26.0256334459664,17.1136472077304,34.9351044498395
14.9083166744184,Yes,18.9796217141131,18.3600473098855,36.317002880224
14.6667968228481,Yes,18.8862756310495,17.8933435422157,35.6460500288945
15.7896888431853,Yes,24.7582466840722,17.595523880206,35.4364091836651
13.0625397602218,Yes,20.5338966251861,16.1473787330259,33.7995382031528
16.2325564771307,Yes,20.8611376445309,18.2029414986098,36.1598435883344
14.7177742616127,Yes,22.1540079154126,17.5997646836936,35.3229382222525
16.7627473854395,Yes,16.4391757560434,17.1940211179851,35.1009250194602
13.2203997420864,Yes,21.3307342220413,16.9909572708768,35.0004613209906
13.8462167410261,Yes,16.0456332558525,16.1558626679529,33.8441140581545
15.865529442487,Yes,18.2730173563417,17.0490707340752,34.7355593683053
12.7717983636547,Yes,16.288171445667,17.9470492254211,35.9228794833777
14.5829042759864,Yes,18.5561293615793,15.3598386197365,33.2131717413715
